Age,Gender,Education Level,Job Title,Years of Experience,Salary,Experience_Age_Ratio,Age_Group,Experience_Group,Job_Title_Length
33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0,0.12121212121212122,Early_Career,Junior,23
44.0,Male,Bachelor's,Senior Software Engineer,13.0,130000.0,0.29545454545454547,Mid_Career,Senior,24
32.0,Male,Bachelor's,Junior Product Manager,4.0,65000.0,0.125,Early_Career,Junior,22
38.0,Female,Bachelor's,Senior Business Analyst,10.0,110000.0,0.2631578947368421,Mid_Career,Mid,23
49.0,Male,PhD,Director of Operations,21.0,180000.0,0.42857142857142855,Senior,Expert,22
29.0,Female,Bachelor's,Junior Marketing Specialist,2.0,40000.0,0.06896551724137931,Early_Career,Entry,27
35.0,Male,Bachelor's,Senior Business Development Manager,7.0,90000.0,0.2,Early_Career,Mid,35
45.0,Female,Master's,Senior HR Manager,14.0,140000.0,0.3111111111111111,Mid_Career,Senior,17
33.0,Male,Bachelor's,Junior Financial Analyst,4.0,60000.0,0.12121212121212122,Early_Career,Junior,24
40.0,Female,Bachelor's,Senior Marketing Manager,12.0,130000.0,0.3,Mid_Career,Senior,24
44.0,Male,PhD,Senior Data Scientist,16.0,160000.0,0.36363636363636365,Mid_Career,Senior,21
30.0,Female,Bachelor's,Junior Operations Coordinator,2.0,40000.0,0.06666666666666667,Early_Career,Entry,29
37.0,Male,Bachelor's,Senior Marketing Analyst,9.0,100000.0,0.24324324324324326,Mid_Career,Mid,24
48.0,Female,Master's,Director of HR,20.0,180000.0,0.4166666666666667,Senior,Senior,14
31.0,Male,Bachelor's,Junior Project Manager,3.0,55000.0,0.0967741935483871,Early_Career,Junior,22
38.0,Female,Bachelor's,Senior Operations Coordinator,9.0,120000.0,0.23684210526315788,Mid_Career,Mid,29
33.0,Female,Bachelor's,Junior Marketing Manager,5.0,70000.0,0.15151515151515152,Early_Career,Junior,24
36.0,Male,Bachelor's,Senior Business Analyst,8.0,95000.0,0.2222222222222222,Mid_Career,Mid,23
42.0,Female,Bachelor's,Senior Project Manager,12.0,120000.0,0.2857142857142857,Mid_Career,Senior,22
34.0,Female,Master's,Senior Financial Advisor,6.0,80000.0,0.17647058823529413,Early_Career,Mid,24
30.0,Female,Bachelor's,Junior HR Coordinator,2.0,40000.0,0.06666666666666667,Early_Career,Entry,21
37.0,Male,Bachelor's,Senior Business Development Manager,10.0,120000.0,0.2702702702702703,Mid_Career,Mid,35
45.0,Female,Master's,Senior Marketing Manager,16.0,160000.0,0.35555555555555557,Mid_Career,Senior,24
32.0,Male,Bachelor's,Junior Financial Advisor,4.0,65000.0,0.125,Early_Career,Junior,24
39.0,Female,Bachelor's,Senior Project Manager,12.0,130000.0,0.3076923076923077,Mid_Career,Senior,22
47.0,Male,PhD,Director of Engineering,20.0,180000.0,0.425531914893617,Senior,Senior,23
29.0,Female,Bachelor's,Junior Marketing Analyst,2.0,40000.0,0.06896551724137931,Early_Career,Entry,24
36.0,Male,Bachelor's,Senior Operations Manager,9.0,100000.0,0.25,Mid_Career,Mid,25
43.0,Female,PhD,Senior Data Scientist,15.0,150000.0,0.3488372093023256,Mid_Career,Senior,21
32.0,Male,Bachelor's,Junior Marketing Coordinator,3.0,55000.0,0.09375,Early_Career,Junior,28
48.0,Male,Master's,Director of Marketing,21.0,180000.0,0.4375,Senior,Expert,21
31.0,Female,Bachelor's,Junior Business Development Associate,3.0,50000.0,0.0967741935483871,Early_Career,Junior,37
40.0,Male,Bachelor's,Senior Financial Analyst,12.0,130000.0,0.3,Mid_Career,Senior,24
45.0,Female,PhD,Senior UX Designer,16.0,160000.0,0.35555555555555557,Mid_Career,Senior,18
33.0,Male,Bachelor's,Junior Product Manager,4.0,60000.0,0.12121212121212122,Early_Career,Junior,22
36.0,Female,Bachelor's,Senior Marketing Manager,8.0,95000.0,0.2222222222222222,Mid_Career,Mid,24
47.0,Male,Master's,Director of Operations,19.0,170000.0,0.40425531914893614,Senior,Senior,22
29.0,Female,Bachelor's,Junior Project Manager,2.0,40000.0,0.06896551724137931,Early_Career,Entry,22
34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0,0.20588235294117646,Early_Career,Mid,29
44.0,Female,PhD,Senior Business Analyst,15.0,150000.0,0.3409090909090909,Mid_Career,Senior,23
33.0,Male,Bachelor's,Junior Marketing Specialist,5.0,70000.0,0.15151515151515152,Early_Career,Junior,27
35.0,Female,Bachelor's,Senior Financial Manager,8.0,90000.0,0.22857142857142856,Early_Career,Mid,24
43.0,Male,Master's,Director of Marketing,18.0,170000.0,0.4186046511627907,Mid_Career,Senior,21
31.0,Female,Bachelor's,Junior Financial Analyst,3.0,50000.0,0.0967741935483871,Early_Career,Junior,24
41.0,Male,Bachelor's,Senior Product Manager,14.0,150000.0,0.34146341463414637,Mid_Career,Senior,22
44.0,Female,PhD,Senior Data Engineer,16.0,160000.0,0.36363636363636365,Mid_Career,Senior,20
45.0,Male,Master's,Director of Engineering,19.0,180000.0,0.4222222222222222,Mid_Career,Senior,23
28.0,Female,Bachelor's,Junior Operations Manager,1.0,35000.0,0.03571428571428571,Early_Career,Entry,25
36.0,Male,Bachelor's,Senior Business Development Manager,8.0,110000.0,0.2222222222222222,Mid_Career,Mid,35
44.0,Female,PhD,Senior Data Scientist,16.0,160000.0,0.36363636363636365,Mid_Career,Senior,21
31.0,Male,Bachelor's,Junior Marketing Coordinator,3.0,55000.0,0.0967741935483871,Early_Career,Junior,28
43.0,Male,Master's,Director of Operations,19.0,170000.0,0.4418604651162791,Mid_Career,Senior,22
